centerline_arc_length_pixel,normalized_centerline_position,apparent_diameter_pixel,reference_diameter_pixel,diameter_stenosis_percent
0.0,0.0,19.577066,14.86302982477863,0.0
1.0,0.0017652644117575026,19.557573,14.852950340966204,0.0
2.414213562373095,0.004261725284039526,19.511963,14.83869579825695,0.0
3.82842712474619,0.00675818615632155,19.440233,14.824441255547695,0.0
4.82842712474619,0.008523450568079053,19.342384,14.81436177173527,0.0
6.242640687119285,0.011019911440361076,19.218418,14.800107229026015,0.0
7.65685424949238,0.0135163723126431,19.068333,14.785852686316762,0.0
8.65685424949238,0.015281636724400601,18.89213,14.775773202504334,0.0
9.65685424949238,0.017046901136158105,18.689808,14.765693718691908,0.0
11.071067811865476,0.01954336200844013,18.461367,14.751439175982654,0.0
12.071067811865476,0.02130862642019763,18.206804,14.741359692170228,0.0
13.071067811865476,0.023073890831955133,17.919281,14.7312802083578,0.0
14.485281374238571,0.02557035170423716,17.524708,14.717025665648547,0.0
15.485281374238571,0.027335616115994662,17.208153,14.70694618183612,0.0
16.899494936611667,0.02983207698827669,16.848001,14.692691639126867,0.0
18.313708498984763,0.03232853786055871,16.511059,14.678437096417612,0.0
19.72792206135786,0.034824998732840735,16.20148,14.664182553708358,0.0
20.72792206135786,0.03659026314459824,15.868692,14.654103069895932,0.0
21.72792206135786,0.03835552755635574,15.536293,14.644023586083504,0.0
22.72792206135786,0.040120791968113245,15.1313925,14.633944102271078,0.0
23.72792206135786,0.04188605637987075,14.795176,14.62386461845865,0.0
24.72792206135786,0.04365132079162825,14.429897,14.613785134646225,1.2583175720892184
25.72792206135786,0.045416585203385755,14.036664,14.603705650833797,3.8828613455871985
26.72792206135786,0.047181849615143254,13.79499,14.593626167021371,5.472502666607035
27.72792206135786,0.04894711402690076,13.606838,14.583546683208944,6.697331438689994
28.72792206135786,0.05071237843865826,13.670294,14.573467199396518,6.197381714699434
29.72792206135786,0.052477642850415764,13.726305,14.563387715584092,5.7478570508273314
30.72792206135786,0.05424290726217327,13.782095,14.553308231771664,5.299230003551185
31.72792206135786,0.05600817167393077,13.88013,14.543228747959239,4.559502881396526
32.72792206135786,0.05777343608568827,14.112086,14.533149264146811,2.8972589520154983
33.72792206135786,0.05953870049744577,14.299149,14.523069780334385,1.541831197886849
34.72792206135786,0.06130396490920328,14.45233,14.512990296521957,0.41797492909767636
35.72792206135786,0.06306922932096078,14.579575,14.502910812709532,0.0
36.72792206135786,0.06483449373271828,14.680883,14.492831328897104,0.0
37.72792206135786,0.06659975814447579,14.756255,14.482751845084678,0.0
38.72792206135786,0.06836502255623329,14.805692,14.47267236127225,0.0
39.72792206135786,0.07013028696799078,14.829191,14.462592877459825,0.0
40.72792206135786,0.07189555137974829,14.826755,14.452513393647397,0.0
41.72792206135786,0.0736608157915058,14.790436,14.442433909834971,0.0
43.14213562373095,0.07615727666378781,14.816057,14.428179367125717,0.0
44.14213562373095,0.07792254107554532,14.730432,14.41809988331329,0.0
45.14213562373095,0.07968780548730282,14.572073,14.408020399500863,0.0
46.14213562373095,0.08145306989906032,14.385694,14.397940915688437,0.08506331322160707
47.14213562373095,0.08321833431081782,14.160279,14.38786143187601,1.5817650105038519
48.14213562373095,0.08498359872257533,14.008486,14.377781948063584,2.5685196460079727
49.14213562373095,0.08674886313433283,13.826637,14.367702464251156,3.765843547574815
50.14213562373095,0.08851412754609032,13.698474,14.35762298043873,4.590934383622475
51.14213562373095,0.09027939195784783,13.648818,14.347543496626303,4.870000782631227
52.14213562373095,0.09204465636960533,13.741079,14.337464012813877,4.159624615877199
53.55634918610404,0.09454111724188735,13.839935,14.323209470104622,3.374063392558324
54.55634918610404,0.09630638165364486,13.813116,14.313129986292196,3.4933932212078376
55.55634918610404,0.09807164606540236,13.872252,14.303050502479769,3.011931182866524
56.55634918610404,0.09983691047715987,13.859827,14.292971018667343,3.03046844827194
57.55634918610404,0.10160217488891736,13.865209,14.282891534854915,2.9243581948527413
58.970562748477136,0.10409863576119939,13.887015,14.268636992145662,2.674548729800388
59.970562748477136,0.10586390017295688,13.923869,14.258557508333235,2.3472807480141302
60.970562748477136,0.10762916458471439,13.929146,14.248478024520809,2.2411671687528685
61.970562748477136,0.10939442899647189,14.017086,14.238398540708381,1.5543357002046403
63.38477631085023,0.11189088986875391,14.068043,14.224143997999128,1.0974385727122395
64.38477631085023,0.11365615428051142,14.142096,14.2140645141867,0.5063220890757318
65.38477631085023,0.11542141869226892,14.148593,14.203985030374275,0.3899756395282624
66.79898987322332,0.11791787956455094,14.146772,14.18973048766502,0.3027407959496387
67.79898987322332,0.11968314397630844,14.305558,14.179651003852594,0.0
68.79898987322332,0.12144840838806593,14.424652,14.169571520040167,0.0
70.21320343559641,0.12394486926034796,14.547884,14.155316977330914,0.0
71.21320343559641,0.12571013367210546,14.717164,14.145237493518486,0.0
72.6274169979695,0.1282065945443875,14.855717,14.130982950809234,0.0
74.0416305603426,0.1307030554166695,15.043573,14.116728408099979,0.0
75.0416305603426,0.132468319828427,15.169113,14.106648924287553,0.0
76.45584412271569,0.13496478070070902,15.14924,14.092394381578298,0.0
77.45584412271569,0.13673004511246653,15.211292,14.082314897765873,0.0
78.87005768508878,0.13922650598474853,15.211028,14.068060355056618,0.0
80.28427124746187,0.14172296685703056,15.073065,14.053805812347365,0.0
81.28427124746187,0.14348823126878807,15.030297,14.043726328534937,0.0
82.28427124746187,0.14525349568054557,14.882814,14.033646844722512,0.0
83.69848480983497,0.14774995655282758,14.777591,14.019392302013257,0.0
84.69848480983497,0.14951522096458508,14.57094,14.009312818200831,0.0
86.11269837220806,0.1520116818368671,14.48286,13.995058275491576,0.0
87.11269837220806,0.15377694624862462,14.254044,13.984978791679149,0.0
88.11269837220806,0.15554221066038212,14.149731,13.974899307866723,0.0
89.52691193458115,0.15803867153266413,14.109066,13.960644765157468,0.0
90.52691193458115,0.15980393594442163,13.954684,13.950565281345042,0.0
91.52691193458115,0.16156920035617914,13.953558,13.940485797532617,0.0
92.94112549695424,0.16406566122846114,13.801779,13.926231254823362,0.8936549968987255
93.94112549695424,0.16583092564021865,13.794787,13.916151771010934,0.8721115297288193
95.35533905932733,0.16832738651250068,13.922467,13.901897228301682,0.0
96.35533905932733,0.17009265092425818,13.873068,13.891817744489254,0.13497073600559464
97.76955262170043,0.17258911179654018,13.902659,13.877563201780001,0.0
98.76955262170043,0.1743543762082977,13.778797,13.867483717967573,0.6395289160820318
100.18376618407352,0.17685083708057972,13.743021,13.85322917525832,0.795541331999414
101.59797974644661,0.17934729795286172,13.685244,13.838974632549066,1.110855609346302
102.59797974644661,0.18111256236461923,13.594753,13.82889514873664,1.6931351408588202
103.59797974644661,0.18287782677637673,13.491355,13.818815664924212,2.3696728470994555
105.0121933088197,0.18537428764865876,13.474245,13.80456112221496,2.3928037108855738
106.4264068711928,0.18787074852094077,13.330692,13.790306579505705,3.33287940769199
107.84062043356589,0.1903672093932228,13.311008,13.77605203679645,3.375739160865228
108.84062043356589,0.1921324738049803,13.184342,13.765972552984024,4.22512950978946
110.25483399593898,0.19462893467726233,13.1527195,13.75171801027477,4.355808577128737
111.25483399593898,0.1963941990890198,13.115347,13.741638526462344,4.557619651302536
112.66904755831207,0.19889065996130184,13.109583,13.72738398375309,4.500501213365235
113.66904755831207,0.20065592437305935,13.103867,13.717304499940663,4.472000477899134
115.08326112068517,0.20315238524534135,12.989756,13.703049957231409,5.205369089104307
116.08326112068517,0.20491764965709885,13.023232,13.692970473418983,4.891108285796107
117.49747468305826,0.20741411052938089,12.979348,13.678715930709728,5.112817252541764
118.49747468305826,0.2091793749411384,13.044472,13.668636446897303,4.566400669148881
119.91168824543135,0.2116758358134204,13.117811,13.654381904188048,3.929659393960133
120.91168824543135,0.2134411002251779,13.076747,13.644302420375622,4.159651862562605
122.32590180780444,0.21593756109745993,13.143015,13.630047877666367,3.573230073736464
123.74011537017753,0.21843402196974193,13.094879,13.615793334957115,3.8258085427097166
124.74011537017753,0.22019928638149944,13.154076,13.605713851144687,3.3194746966407465
126.15432893255063,0.22269574725378147,13.098868,13.591459308435434,3.6242682055013695
127.15432893255063,0.22446101166553897,13.150993,13.581379824623006,3.1689451514694267
128.56854249492372,0.22695747253782098,13.088715,13.567125281913754,3.526249462309784
129.56854249492372,0.22872273694957848,13.133769,13.557045798101326,3.1221902549097433
130.98275605729683,0.23121919782186054,13.064419,13.542791255392071,3.532303301780551
132.39696961966993,0.23371565869414257,13.102401,13.528536712682818,3.149904102778542
133.39696961966993,0.23548092310590008,13.0742655,13.51845722887039,3.285816874726346
134.81118318204304,0.23797738397818213,13.08335,13.504202686161138,3.1164557757477245
135.81118318204304,0.23974264838993964,13.106327,13.49412320234871,2.8738150648902265
137.22539674441614,0.24223910926222167,13.019402,13.479868659639457,3.4159613937870867
138.22539674441614,0.24400437367397917,13.0443125,13.46978917582703,3.1587480187052717
