case,normalized_centerline_position,smoothed_diameter_px,reference_diameter_px
V09,0.5962436549140907,11.343157768249512,11.458537994580057
V09,0.5987401157863728,11.291540145874023,11.444283451870803
V09,0.6005053801981303,11.328038215637207,11.434203968058377
V09,0.6030018410704123,11.33874225616455,11.419949425349122
V09,0.6054983019426944,11.29766845703125,11.405694882639867
V09,0.6079947628149764,11.22857666015625,11.391440339930615
V09,0.6104912236872585,11.167177200317383,11.37718579722136
V09,0.6129876845595404,11.068021774291992,11.362931254512107
V09,0.614752948971298,10.954869270324707,11.35285177069968
V09,0.61724940984358,10.832015991210938,11.338597227990427
V09,0.6197458707158621,10.703754425048828,11.324342685281172
V09,0.6222423315881441,10.574379920959473,11.310088142571917
V09,0.6247387924604262,10.448187828063965,11.295833599862664
V09,0.6272352533327082,10.329471588134766,11.28157905715341
V09,0.6290005177444657,10.222526550292969,11.271499573340982
V09,0.6314969786167478,10.131646156311035,11.25724503063173
V09,0.6339934394890299,10.018064498901367,11.242990487922475
V09,0.6357587039007873,9.996122360229492,11.232911004110049
V09,0.6382551647730693,9.908522605895996,11.218656461400794
V09,0.6407516256453514,9.855143547058105,11.204401918691541
V09,0.6425168900571089,9.885011672973633,11.194322434879114
V09,0.6450133509293909,9.939153671264648,11.180067892169859
V09,0.647509811801673,10.047945022583008,11.165813349460606
V09,0.6492750762134305,10.073390007019043,11.155733865648179
V09,0.6517715370857126,10.183401107788086,11.141479322938924
V09,0.6535368014974701,10.245177268981934,11.131399839126498
V09,0.6560332623697521,10.383567810058594,11.117145296417243
V09,0.6577985267815096,10.51561164855957,11.107065812604818
V09,0.6602949876537916,10.63879108428955,11.092811269895563
V09,0.6627914485260736,10.78257942199707,11.07855672718631
V09,0.6645567129378311,10.862702369689941,11.068477243373883
V09,0.6670531738101132,10.928276062011719,11.054222700664628
V09,0.6688184382218707,11.008774757385254,11.044143216852202
V09,0.6713148990941528,10.970085144042969,11.029888674142947
V09,0.6730801635059103,10.988690376281738,11.019809190330522
V09,0.6755766243781923,11.013622283935547,11.005554647621267
V09,0.6773418887899498,10.9107666015625,10.995475163808841
V09,0.6798383496622319,10.876272201538086,10.981220621099586
V09,0.6816036140739894,10.844498634338379,10.971141137287159
V09,0.6833688784857469,10.795210838317871,10.961061653474733
V09,0.685865339358029,10.812713623046875,10.946807110765478
V09,0.6876306037697865,10.848557472229004,10.936727626953052
V09,0.6893958681815439,10.80127239227295,10.926648143140625
V09,0.6918923290538259,10.770695686340332,10.912393600431372
V09,0.6936575934655834,10.884066581726074,10.902314116618944
V09,0.6954228578773409,10.883734703063965,10.892234632806518
V09,0.697919318749623,10.977509498596191,10.877980090097264
V09,0.6996845831613805,11.084949493408203,10.867900606284838
V09,0.7021810440336625,11.1256103515625,10.853646063575583
V09,0.70394630844542,11.158122062683105,10.843566579763156
V09,0.7057115728571776,11.176234245300293,10.83348709595073
V09,0.7074768372689351,11.22828197479248,10.823407612138304
V09,0.7099732981412171,11.260459899902344,10.80915306942905
V09,0.7117385625529746,11.266517639160156,10.799073585616622
V09,0.7142350234252567,11.425074577331543,10.784819042907369
V09,0.7160002878370142,11.446488380432129,10.774739559094941
V09,0.7177655522487717,11.40649127960205,10.764660075282514
V09,0.7195308166605292,11.51420783996582,10.754580591470088
V09,0.7220272775328112,11.642269134521484,10.740326048760835
V09,0.7237925419445687,11.562653541564941,10.73024656494841
V09,0.7255578063563262,11.564205169677734,10.720167081135981
V09,0.7280542672286082,11.534436225891113,10.705912538426727
V09,0.7298195316403657,11.487971305847168,10.695833054614301
V09,0.7315847960521232,11.487232208251953,10.685753570801873
V09,0.7340812569244053,11.463630676269531,10.671499028092619
V09,0.7358465213361628,11.403923034667969,10.661419544280193
V09,0.7376117857479203,11.454812049865723,10.651340060467767
V09,0.7393770501596778,11.52092170715332,10.64126057665534
V09,0.7411423145714353,11.486029624938965,10.631181092842912
V09,0.7436387754437174,11.453997611999512,10.616926550133659
V09,0.7454040398554749,11.396153450012207,10.606847066321233
V09,0.7471693042672324,11.318747520446777,10.596767582508805
V09,0.7489345686789899,11.275585174560547,10.586688098696378
V09,0.751431029551272,11.261391639709473,10.572433555987125
V09,0.7531962939630295,11.12253189086914,10.562354072174697
V09,0.754961558374787,10.947408676147461,10.55227458836227
V09,0.7567268227865445,10.913228988647461,10.542195104549844
V09,0.758492087198302,10.84278678894043,10.532115620737418
V09,0.7609885480705839,10.717180252075195,10.517861078028165
V09,0.7627538124823414,10.579998970031738,10.507781594215738
V09,0.7645190768940989,10.640368461608887,10.49770211040331
V09,0.7662843413058564,10.753124237060547,10.487622626590884
V09,0.7680496057176139,10.741286277770996,10.477543142778458
V09,0.7698148701293714,10.704791069030762,10.46746365896603
V09,0.7723113310016535,10.788799285888672,10.453209116256776
V09,0.774076595413411,10.993310928344727,10.44312963244435
V09,0.7758418598251685,11.123759269714355,10.433050148631924
V09,0.7783383206974506,11.228445053100586,10.418795605922668
V09,0.7801035851092081,11.320450782775879,10.408716122110242
V09,0.7818688495209656,11.428448677062988,10.398636638297816
V09,0.7836341139327231,11.498418807983398,10.388557154485389
V09,0.7853993783444806,11.51921272277832,10.378477670672961
V09,0.7878958392167627,11.536369323730469,10.364223127963708
V09,0.7896611036285202,11.54517650604248,10.354143644151282
V09,0.7914263680402777,11.427605628967285,10.344064160338855
V09,0.7931916324520352,11.40078353881836,10.333984676526427
V09,0.7956880933243172,11.420106887817383,10.319730133817174
V09,0.7974533577360746,11.424468994140625,10.309650650004748
V09,0.7992186221478321,11.413869857788086,10.29957116619232
V09,0.8009838865595896,11.430517196655273,10.289491682379893
V09,0.8034803474318717,11.474411010742188,10.27523713967064
V09,0.8052456118436292,11.503342628479004,10.265157655858214
